"campaignid","sample","broad.bryozoa.","broad.bryozoa.bryozoa.cnidaria.matrix.","broad.consolidated.rock.no.biota","broad.consolidated.rock.veneer","broad.crinoids.","broad.hydrocoral.branching.","broad.hydroids.","broad.invertebrate.complex.","broad.invertebrate.complex.complex.1.","broad.octocoral.black.branching.3d.","broad.octocoral.black.fan.2d.","broad.octocoral.black.organ.pipe.coral.","broad.octocoral.black.small.mixed.","broad.octocoral.black.unknown.","broad.octocoral.black.whip.","broad.sponges.crusts.","broad.sponges.erect.forms.","broad.sponges.hollow.forms.","broad.sponges.massive.forms.","broad.sponges.small.mixed.","broad.sponges.unknown.","broad.unconsolidated.pebble.gravel.biogenic.","broad.unconsolidated.pebble.gravel.gravel.2.10mm.","broad.unconsolidated.pebble.gravel.pebble.10.64mm.","broad.unconsolidated.sand.mud.coarse.sand.","broad.unconsolidated.sand.mud.fine.sand.","broad.unconsolidated.unknown.","broad.total.points.annotated"
"2021-05_PtCloates_BOSS","30",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,53
"2021-05_PtCloates_BOSS","31",0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,28,0,46
"2021-05_PtCloates_BOSS","32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35
"2021-05_PtCloates_BOSS","33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48
"2021-05_PtCloates_BOSS","34",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,48
"2021-05_PtCloates_BOSS","36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31
"2021-05_PtCloates_BOSS","37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49
"2021-05_PtCloates_BOSS","39",0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,46,0,52
"2021-05_PtCloates_BOSS","4",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,57,0,61
"2021-05_PtCloates_BOSS","40",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,43,0,51
"2021-05_PtCloates_BOSS","42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47
"2021-05_PtCloates_BOSS","43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60
"2021-05_PtCloates_BOSS","44",0,0,0,0,0,0,0,0,6,3,0,0,0,0,1,1,7,1,5,0,0,0,0,0,0,25,0,49
"2021-05_PtCloates_BOSS","45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49
"2021-05_PtCloates_BOSS","46",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,31,0,43
"2021-05_PtCloates_BOSS","47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50
"2021-05_PtCloates_BOSS","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,58
"2021-05_PtCloates_BOSS","49",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33,0,38
"2021-05_PtCloates_BOSS","50",0,0,0,0,0,0,0,0,6,4,6,0,0,0,1,0,10,4,6,0,0,0,0,0,0,15,0,52
"2021-05_PtCloates_BOSS","7",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,48
"2021-05_PtCloates_BOSS","9",0,0,0,0,0,0,1,0,10,3,0,0,0,0,3,0,10,1,11,0,0,0,0,0,0,13,0,52
"2021-05_PtCloates_BOSS","M1",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,56
"2021-05_PtCloates_stereo-BRUVS","1",0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,13,0,30
"2021-05_PtCloates_stereo-BRUVS","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34
"2021-05_PtCloates_stereo-BRUVS","11",1,0,0,0,0,0,1,0,8,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,11,0,26
"2021-05_PtCloates_stereo-BRUVS","12",0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,17,0,28
"2021-05_PtCloates_stereo-BRUVS","13",3,0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,12,0,32
"2021-05_PtCloates_stereo-BRUVS","14",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,30
"2021-05_PtCloates_stereo-BRUVS","15",0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,17,0,28
"2021-05_PtCloates_stereo-BRUVS","16",0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,19,0,35
"2021-05_PtCloates_stereo-BRUVS","17",0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,8,0,21
"2021-05_PtCloates_stereo-BRUVS","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31
"2021-05_PtCloates_stereo-BRUVS","19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29
"2021-05_PtCloates_stereo-BRUVS","2",0,0,0,0,0,0,3,0,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,25
"2021-05_PtCloates_stereo-BRUVS","21",0,0,0,0,0,0,0,0,4,2,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,9,0,22
"2021-05_PtCloates_stereo-BRUVS","22",0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,28
"2021-05_PtCloates_stereo-BRUVS","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,27
"2021-05_PtCloates_stereo-BRUVS","25",0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24,0,30
"2021-05_PtCloates_stereo-BRUVS","26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,10
"2021-05_PtCloates_stereo-BRUVS","27",0,0,0,0,0,0,1,0,4,6,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,9,0,28
"2021-05_PtCloates_stereo-BRUVS","3",0,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,23
"2021-05_PtCloates_stereo-BRUVS","4",0,0,0,0,0,0,1,0,3,4,4,0,0,0,2,0,0,0,3,0,0,0,0,0,0,8,0,25
"2021-05_PtCloates_stereo-BRUVS","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,29
"2021-05_PtCloates_stereo-BRUVS","6",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25,0,29
"2021-05_PtCloates_stereo-BRUVS","7",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,35
"2021-05_PtCloates_stereo-BRUVS","8",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,31
"2021-05_PtCloates_stereo-BRUVS","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27
"2022-05_PtCloates_BOSS","1",0,0,0,30,0,0,0,0,3,10,33,0,0,1,2,0,8,2,6,5,0,0,2,0,0,297,0,399
"2022-05_PtCloates_BOSS","2",0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,82,0,90
"2022-05_PtCloates_BOSS","201",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,70,0,75
"2022-05_PtCloates_BOSS","203",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,73
"2022-05_PtCloates_BOSS","205",0,0,0,0,0,0,0,0,1,13,5,0,0,4,2,0,0,1,0,5,0,0,0,0,0,28,0,59
"2022-05_PtCloates_BOSS","206",0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,0,59
"2022-05_PtCloates_BOSS","207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79
"2022-05_PtCloates_BOSS","208",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,54,0,58
"2022-05_PtCloates_BOSS","209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,72,0,76
"2022-05_PtCloates_BOSS","211",0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,73,0,79
"2022-05_PtCloates_BOSS","212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,70,0,72
"2022-05_PtCloates_BOSS","214",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,76
"2022-05_PtCloates_BOSS","215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,53
"2022-05_PtCloates_BOSS","216",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,66
"2022-05_PtCloates_BOSS","218",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,51
"2022-05_PtCloates_BOSS","220",0,0,0,0,0,0,0,0,2,7,14,0,0,0,4,0,1,2,2,5,0,0,0,0,0,16,0,53
"2022-05_PtCloates_BOSS","221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80
"2022-05_PtCloates_BOSS","223",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,64
"2022-05_PtCloates_BOSS","224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,74
"2022-05_PtCloates_BOSS","225",0,0,0,0,0,0,1,0,0,3,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,47,0,58
"2022-05_PtCloates_BOSS","226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,79
"2022-05_PtCloates_BOSS","227",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,72,0,76
"2022-05_PtCloates_BOSS","228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60
"2022-05_PtCloates_BOSS","230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,62,0,64
"2022-05_PtCloates_BOSS","231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,77
"2022-05_PtCloates_BOSS","232",0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,65,0,74
"2022-05_PtCloates_BOSS","233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,58
"2022-05_PtCloates_BOSS","235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,57
"2022-05_PtCloates_BOSS","236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49
"2022-05_PtCloates_BOSS","237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79
"2022-05_PtCloates_BOSS","240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,0,77
"2022-05_PtCloates_BOSS","242",0,0,0,0,0,0,0,0,1,2,11,0,0,0,0,0,2,1,0,1,0,0,0,0,0,32,0,50
"2022-05_PtCloates_BOSS","243",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,73
"2022-05_PtCloates_BOSS","245",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,0,78
"2022-05_PtCloates_BOSS","247",0,0,0,0,0,0,0,0,0,2,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,52
"2022-05_PtCloates_BOSS","248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78
"2022-05_PtCloates_BOSS","249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50
"2022-05_PtCloates_BOSS","251",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,59
"2022-05_PtCloates_BOSS","252",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,0,59
"2022-05_PtCloates_BOSS","253",0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,63,0,73
"2022-05_PtCloates_BOSS","254",0,0,0,0,0,0,2,0,1,6,6,0,0,0,2,0,0,0,4,2,0,0,1,0,0,32,0,56
"2022-05_PtCloates_BOSS","255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,70,0,72
"2022-05_PtCloates_BOSS","256",0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,54
"2022-05_PtCloates_BOSS","257",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,28,0,36
"2022-05_PtCloates_BOSS","260",0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,48,0,53
"2022-05_PtCloates_BOSS","262",0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,53,0,65
"2022-05_PtCloates_BOSS","264",0,0,5,20,0,0,0,0,0,6,0,1,0,0,0,0,3,2,2,8,0,0,0,0,0,11,0,58
"2022-05_PtCloates_BOSS","265",0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,63,0,75
"2022-05_PtCloates_BOSS","266",0,0,0,0,0,0,0,0,0,1,3,0,2,1,2,1,2,3,2,2,0,0,0,0,0,56,0,75
"2022-05_PtCloates_BOSS","268",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,52
"2022-05_PtCloates_BOSS","269",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,75,0,79
"2022-05_PtCloates_BOSS","270",0,0,0,4,0,0,0,0,2,3,0,0,1,0,1,0,0,4,0,2,0,0,0,0,0,31,0,48
"2022-05_PtCloates_BOSS","274",0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,52,0,57
"2022-05_PtCloates_BOSS","3",0,0,0,4,0,0,1,0,1,9,15,0,0,1,1,0,0,0,1,1,0,0,1,0,0,395,0,430
"2022-05_PtCloates_BOSS","4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,0,67
"2022-05_PtCloates_stereo-BRUVS","1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,26
"2022-05_PtCloates_stereo-BRUVS","10",0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,33
"2022-05_PtCloates_stereo-BRUVS","11",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,34
"2022-05_PtCloates_stereo-BRUVS","12",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,31,0,35
"2022-05_PtCloates_stereo-BRUVS","13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,11,4,5,27
"2022-05_PtCloates_stereo-BRUVS","14",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,34
"2022-05_PtCloates_stereo-BRUVS","15",0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,32
"2022-05_PtCloates_stereo-BRUVS","16",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,22,1,29
"2022-05_PtCloates_stereo-BRUVS","17",0,1,0,0,0,0,3,0,2,6,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,10,0,35
"2022-05_PtCloates_stereo-BRUVS","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
"2022-05_PtCloates_stereo-BRUVS","19",0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,15
"2022-05_PtCloates_stereo-BRUVS","2",0,2,0,0,0,0,1,2,1,3,11,0,0,0,1,0,4,0,3,1,0,0,0,0,1,4,0,34
"2022-05_PtCloates_stereo-BRUVS","20",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,30
"2022-05_PtCloates_stereo-BRUVS","21",0,0,0,0,0,0,1,0,2,10,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,10,0,31
"2022-05_PtCloates_stereo-BRUVS","22",0,0,0,0,0,0,0,0,3,2,4,0,0,0,2,0,3,1,6,0,0,0,0,0,0,11,0,32
"2022-05_PtCloates_stereo-BRUVS","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,35
"2022-05_PtCloates_stereo-BRUVS","24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,16,16,0,35
"2022-05_PtCloates_stereo-BRUVS","25",0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,1,0,2,0,0,0,0,0,1,24,0,34
"2022-05_PtCloates_stereo-BRUVS","26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,36
"2022-05_PtCloates_stereo-BRUVS","27",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,33
"2022-05_PtCloates_stereo-BRUVS","28",0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,26,0,37
"2022-05_PtCloates_stereo-BRUVS","29",0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,21,0,36
"2022-05_PtCloates_stereo-BRUVS","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,26,0,33
"2022-05_PtCloates_stereo-BRUVS","30",0,0,0,0,0,0,0,0,1,4,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25,0,38
"2022-05_PtCloates_stereo-BRUVS","31",0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28,0,35
"2022-05_PtCloates_stereo-BRUVS","32",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,33
"2022-05_PtCloates_stereo-BRUVS","33",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,31
"2022-05_PtCloates_stereo-BRUVS","34",0,0,0,0,0,0,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,32
"2022-05_PtCloates_stereo-BRUVS","35",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,33
"2022-05_PtCloates_stereo-BRUVS","36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37,0,39
"2022-05_PtCloates_stereo-BRUVS","37",0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,0,10,2,1,5,0,0,0,0,0,8,0,36
"2022-05_PtCloates_stereo-BRUVS","38",0,0,0,0,0,0,1,0,2,5,5,0,0,0,0,0,2,0,0,1,0,1,0,0,0,14,0,31
"2022-05_PtCloates_stereo-BRUVS","39",0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0,4,4,1,2,0,0,0,0,0,11,0,31
"2022-05_PtCloates_stereo-BRUVS","4",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,32,0,38
"2022-05_PtCloates_stereo-BRUVS","40",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,29
"2022-05_PtCloates_stereo-BRUVS","41",0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,26,0,32
"2022-05_PtCloates_stereo-BRUVS","42",0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,38
"2022-05_PtCloates_stereo-BRUVS","43",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,9,14,0,28
"2022-05_PtCloates_stereo-BRUVS","44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32
"2022-05_PtCloates_stereo-BRUVS","45",0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,21,0,31
"2022-05_PtCloates_stereo-BRUVS","46",0,0,0,0,0,0,2,0,2,3,19,0,0,2,0,0,0,1,1,1,0,0,0,0,0,9,0,40
"2022-05_PtCloates_stereo-BRUVS","47",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,33
"2022-05_PtCloates_stereo-BRUVS","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,32
"2022-05_PtCloates_stereo-BRUVS","49",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,14
"2022-05_PtCloates_stereo-BRUVS","5",0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,37
"2022-05_PtCloates_stereo-BRUVS","50",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,30,0,35
"2022-05_PtCloates_stereo-BRUVS","51",0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,3,0,1,1,0,0,0,0,0,22,0,37
"2022-05_PtCloates_stereo-BRUVS","52",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,16
"2022-05_PtCloates_stereo-BRUVS","53",0,0,0,0,0,0,5,0,0,4,1,0,0,0,1,0,8,5,1,4,0,0,0,0,0,1,0,30
"2022-05_PtCloates_stereo-BRUVS","54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,16
"2022-05_PtCloates_stereo-BRUVS","55",0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,2,6,1,0,0,0,0,0,14,0,32
"2022-05_PtCloates_stereo-BRUVS","56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,32
"2022-05_PtCloates_stereo-BRUVS","57",0,0,0,0,0,0,0,0,0,8,7,0,0,0,3,0,1,2,4,0,0,0,0,0,0,7,0,32
"2022-05_PtCloates_stereo-BRUVS","58",0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27
"2022-05_PtCloates_stereo-BRUVS","59",0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,19,0,29
"2022-05_PtCloates_stereo-BRUVS","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,0,29
"2022-05_PtCloates_stereo-BRUVS","60",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,20,0,24
"2022-05_PtCloates_stereo-BRUVS","61",0,0,0,0,0,0,1,0,1,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,31
"2022-05_PtCloates_stereo-BRUVS","62",0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,25,0,38
"2022-05_PtCloates_stereo-BRUVS","63",0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,25
"2022-05_PtCloates_stereo-BRUVS","64",0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,32
"2022-05_PtCloates_stereo-BRUVS","7",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,33
"2022-05_PtCloates_stereo-BRUVS","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,28
"2022-05_PtCloates_stereo-BRUVS","9",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,0,35
