"","p_inclusion","lon","lat","method","dropcode","depth","slope","selected"
"1",0.000108615107598534,113.557088362219,-22.6850717699932,"Naked Boss","N202",-92.4064574005056,1.10972000786632,"MBH"
"2",0.00032244681326812,113.558997440489,-22.6857183043326,"Naked Boss","N210",-88.2556305965936,1.68074166080415,"MBH"
"3",6.10960187894674e-05,113.559402397569,-22.6865694324768,"Naked Boss","N238",-86.9286815510533,1.41734826900478,"MBH"
"4",0.000130919759573844,113.561332481751,-22.6883440276707,"Naked Boss","N222",-79.6960778731278,0.814478276520588,"MBH"
"5",0.00032244681326812,113.556376461721,-22.6886489868016,"Naked Boss","N239",-91.5672780108614,1.8464416347687,"MBH"
"6",0.000274927724459053,113.558674627526,-22.6892893030616,"Naked Boss","N246",-85.415000664057,1.84969371123339,"MBH"
"7",0.000274927724459053,113.557540190107,-22.6910677939232,"Naked Boss","N204",-86.5108126667392,1.52521903006261,"MBH"
"8",6.61874322727481e-05,113.553030093565,-22.6918168995279,"Naked Boss","N213",-96.0051207105303,1.13460131996928,"MBH"
"9",6.10960187894674e-05,113.556087083741,-22.6940249385834,"Naked Boss","N234",-87.2134251035817,1.23557820976007,"MBH"
"10",0.000130919759573844,113.562981070495,-22.695900645562,"Naked Boss","N229",-77.3280836241324,0.729644626759924,"MBH"
"11",0.000168013725945985,113.560331481215,-22.6972971963837,"Naked Boss","N250",-79.3391693987807,1.0129245452534,"MBH"
"12",2.90934659006074e-05,113.549909694583,-22.6993143344686,"Naked Boss","N254",-96.3393901236836,0.782916950994113,"MBH"
"13",0.00032244681326812,113.55202854589,-22.700770064611,"Naked Boss","N242",-90.6509313578918,1.50651153144303,"MBH"
"14",0.000130919759573844,113.560803638179,-22.7017582050733,"Naked Boss","N206",-77.7495767018642,0.778706493306431,"MBH"
"15",2.90934659006074e-05,113.546795876659,-22.7045547548838,"Naked Boss","N247",-98.64950621221,0.295661510080331,"MBH"
"16",6.10960187894674e-05,113.557660022294,-22.70537435076,"Naked Boss","N252",-80.6930772638431,0.937758157545166,"MBH"
"17",6.10960187894674e-05,113.555541004768,-22.7065366638854,"Naked Boss","N220",-81.6204667477435,1.02402726192772,"MBH"
"18",2.90932925683402e-05,113.56219244997,-22.7084162326032,"Naked Boss","N225",-73.9194557598214,0.739917868673545,"MBH"
"19",0.000130919759573844,113.556175751046,-22.7118978344417,"Naked Boss","N215",-79.8804294025701,0.812683074262132,"MBH"
"20",0.000108615107598534,113.54979722028,-22.7168745332141,"Naked Boss","N236",-87.4465450811927,1.3172363354781,"MBH"
"21",0.000130919759573844,113.559302948384,-22.7178510194161,"Naked Boss","N217",-75.2462638699045,0.623925233535791,"MBH"
"22",6.10960187894674e-05,113.551727659927,-22.718649210805,"Naked Boss","N223",-82.5184136833282,1.17535183078541,"MBH"
"23",0.000130919759573844,113.557460532061,-22.7208144219262,"Naked Boss","N243",-76.2254581058827,0.600665431428034,"MBH"
"24",7.15211412263938e-05,113.547240699958,-22.723324796314,"Naked Boss","N228",-89.9706283981366,0.695583716368271,"MBH"
"25",6.61874322727481e-05,113.544638231644,-22.7246752459325,"Naked Boss","N249",-93.3704991469443,0.971506274315413,"MBH"
"26",7.15211412263938e-05,113.546543658227,-22.7250962613991,"Naked Boss","N208",-90.1897775309178,0.653157701730821,"MBH"
"27",2.90934659006074e-05,113.541205434532,-22.7258583158813,"Naked Boss","N218",-98.1487545266235,0.917640779729933,"MBH"
"28",0.000130919759573844,113.556440780152,-22.7261569116021,"Naked Boss","N227",-76.0523237729674,0.650070022138641,"MBH"
"29",6.61874322727481e-05,113.543520889961,-22.7274012787473,"Naked Boss","N235",-94.3327951037833,1.13433534766706,"MBH"
"30",0.000130919759573844,113.553790562244,-22.7275534087196,"Naked Boss","N251",-78.4487074626192,0.81695058991602,"MBH"
"31",0.000130919759573844,113.55569604615,-22.7279743085729,"Naked Boss","N212",-76.2578680094369,0.713781748808514,"MBH"
"32",0.000130919759573844,113.552721198207,-22.7302335892291,"Naked Boss","N233",-79.9180244095744,0.906890115819965,"MBH"
"33",0.000108615107598534,113.542873868787,-22.7318801773156,"Naked Boss","N219",-92.1171808847378,1.3275928025683,"MBH"
"34",0.000130919759573844,113.55119807374,-22.7320634072599,"Naked Boss","N205",-80.1609459058865,0.923089064726544,"MBH"
"35",6.10960187894674e-05,113.546487003025,-22.7325448150811,"Naked Boss","N256",-85.8617452606232,0.951732576584915,"MBH"
"36",2.40020524173267e-05,113.549708487284,-22.7330802089175,"Naked Boss","N214",-82.2501644522817,0.920721747826427,"MBH"
"37",0.000130919759573844,113.55430464822,-22.7342706142017,"Naked Boss","N230",-76.2763526047974,0.887368455587116,"MBH"
"38",6.61874322727481e-05,113.540251742204,-22.73481069175,"Naked Boss","N244",-94.747063999585,1.049332183731,"MBH"
"39",2.90934659006074e-05,113.538551017069,-22.7402090859192,"Naked Boss","N241",-95.3298983213679,0.724545079538199,"MBH"
"40",0.000168013725945985,113.551882321105,-22.7400868831667,"Naked Boss","N209",-77.9706789653311,1.08585192647586,"MBH"
"41",0.000168013725945985,113.551559344282,-22.7436578743024,"Naked Boss","N245",-76.8845130221636,1.10606698090032,"MBH"
"42",0.000108615107598534,113.542672357802,-22.7446572489926,"Naked Boss","N255",-88.0625557001325,1.05739567770562,"MBH"
"43",6.10960187894674e-05,113.543608405441,-22.7452742617978,"Naked Boss","N216",-86.7644988277641,1.21079495873004,"MBH"
"44",2.90932925683402e-05,113.553506995382,-22.7463349609355,"Naked Boss","N231",-73.3370677405723,0.659885266767807,"MBH"
"45",2.90934659006074e-05,113.537978024083,-22.7487040276795,"Naked Boss","N201",-93.9228978681249,0.679834048050902,"MBH"
"46",0.000130919759573844,113.55092933133,-22.7490392540488,"Naked Boss","N240",-75.4873690112629,0.776621878189022,"MBH"
"47",2.40020524173267e-05,113.546374514199,-22.7501049881453,"Naked Boss","N237",-81.8453674002302,0.628052068850927,"MBH"
"48",0.000108615107598534,113.538213497186,-22.7509120159921,"Naked Boss","N253",-92.266847062262,1.05430287651559,"MBH"
"49",0.000130919759573844,113.548305426862,-22.7518796619095,"Naked Boss","N221",-78.5551557419199,0.753538665167428,"MBH"
"50",2.90932925683402e-05,113.555122609605,-22.7520866455689,"Naked Boss","N207",-72.4100762357275,0.415176966574487,"MBH"
"51",0.000108615107598534,113.54074486182,-22.7535799855686,"Naked Boss","N226",-87.4047998483982,1.20775355423526,"MBH"
"52",0.000130919759573844,113.550252314249,-22.7545116572724,"Naked Boss","N203",-75.3415682049203,0.497203411468658,"MBH"
"53",0.000108615107598534,113.539998967011,-22.7553522121193,"Naked Boss","N211",-87.7398991516948,1.37289909277432,"MBH"
"54",7.15211412263938e-05,113.536975462951,-22.7576571681707,"Naked Boss","N232",-91.0520009997686,0.710820257998677,"MBH"
"55",0.000130919759573844,113.548454521358,-22.7599116865172,"Naked Boss","N224",-75.9613933759909,0.246025060771308,"MBH"
"56",0.000130919759573844,113.547303545471,-22.7608328049457,"Naked Boss","N248",-76.7744707176277,0.358925846069045,"MBH"
"57",NA,113.558962119021,-22.6995827363038,"Naked Boss","B47",-81.5200903023915,0.639237721881957,"Preferential"
"58",NA,113.559350736872,-22.6961840400256,"Naked Boss","B48",-80.310334536887,0.60148751387399,"Preferential"
"59",NA,113.544234219496,-22.7309590244257,"Naked Boss","B49",-90.1481291402469,0.66198648942353,"Preferential"
"60",NA,113.552682120397,-22.7172524594921,"Naked Boss","B50",-82.3224570150113,0.386915229688533,"Preferential"
"61",NA,113.56100051337,-22.690148801059,"Naked Boss","B51",-80.2934109899993,0.311148654564276,"Preferential"
"62",NA,113.534767355657,-22.7634034262372,"Naked Boss","B52",NA,NA,"Preferential"
"63",NA,113.56352242639,-22.6838711986542,"Naked Boss","B53",-80.0398116182561,0.831854469948277,"Preferential"
"64",NA,113.539146485145,-22.7653974323617,"Naked Boss","B54",NA,NA,"Preferential"
"65",NA,113.529262227719,-22.7562277251968,"Naked Boss","B55",NA,NA,"Preferential"
"66",NA,113.530231992071,-22.7531945849548,"Naked Boss","B56",NA,NA,"Preferential"
"67",NA,113.561106427168,-22.6751285189726,"Naked Boss","B57",NA,NA,"Preferential"
"68",NA,113.550166668564,-22.7053296919438,"Naked Boss","B58",-91.9909313271905,1.27067870558496,"Preferential"
"69",NA,113.545426492058,-22.7432898287293,"Naked Boss","B59",-83.8987160440982,0.665122899448813,"Preferential"
"70",NA,113.538829461943,-22.7510316225044,"Naked Boss","B60",-91.1726151045942,0.782781966347101,"Preferential"
"71",NA,113.565387550363,-22.6777118048937,"Naked Boss","B61",NA,NA,"Preferential"
"72",NA,113.541909184567,-22.7374792799043,"Naked Boss","B62",-90.6129325294834,0.609633740142973,"Preferential"
"73",NA,113.566516966631,-22.6742869148977,"Naked Boss","B63",NA,NA,"Preferential"
"74",NA,113.550422243179,-22.7343184160351,"Naked Boss","B64",-80.8433286251243,0.840481469785821,"Preferential"
